path,true_label,true_class,predicted_label,predicted_class,tumor_probability,prediction_confidence,error_type
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0459.jpg,1,Tumor,1,Tumor,0.99969482421875,0.99969482421875,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1339.jpg,1,Tumor,1,Tumor,0.9597949385643005,0.9597949385643005,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1685.jpg,1,Tumor,1,Tumor,0.9995657801628113,0.9995657801628113,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0953.jpg,1,Tumor,1,Tumor,0.9989080429077148,0.9989080429077148,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1635.jpg,0,Normal,0,Normal,0.00015503157919738442,0.9998449684208026,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3473.jpg,1,Tumor,1,Tumor,0.999782145023346,0.999782145023346,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3050.jpg,1,Tumor,1,Tumor,0.9964780211448669,0.9964780211448669,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2280.jpg,0,Normal,0,Normal,0.0005761942593380809,0.9994238057406619,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4587.jpg,0,Normal,0,Normal,0.1439579725265503,0.8560420274734497,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2957.jpg,0,Normal,0,Normal,5.1807153795380145e-05,0.9999481928462046,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4563.jpg,0,Normal,0,Normal,1.0071415090351366e-05,0.9999899285849096,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3686.jpg,1,Tumor,1,Tumor,0.9733980298042297,0.9733980298042297,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3138.jpg,0,Normal,0,Normal,9.753164340509102e-05,0.9999024683565949,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0356.jpg,1,Tumor,1,Tumor,0.999975323677063,0.999975323677063,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2572.jpg,0,Normal,0,Normal,0.00013508934353012592,0.9998649106564699,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3456.jpg,1,Tumor,1,Tumor,0.9439578652381897,0.9439578652381897,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0301.jpg,1,Tumor,1,Tumor,0.9952915906906128,0.9952915906906128,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0525.jpg,0,Normal,0,Normal,7.729795470368117e-05,0.9999227020452963,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2278.jpg,0,Normal,0,Normal,0.0014586338074877858,0.9985413661925122,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3073.jpg,1,Tumor,1,Tumor,0.999458372592926,0.999458372592926,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4503.jpg,1,Tumor,1,Tumor,0.9999816417694092,0.9999816417694092,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1990.jpg,0,Normal,0,Normal,0.00035519013181328773,0.9996448098681867,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1226.jpg,1,Tumor,1,Tumor,0.9995524287223816,0.9995524287223816,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0077.jpg,0,Normal,0,Normal,2.2609216102864593e-05,0.9999773907838971,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2173.jpg,0,Normal,0,Normal,0.03170977905392647,0.9682902209460735,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1792.jpg,0,Normal,0,Normal,0.0010716898832470179,0.998928310116753,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0675.jpg,1,Tumor,1,Tumor,0.9987666606903076,0.9987666606903076,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0475.jpg,0,Normal,0,Normal,0.00020901596872135997,0.9997909840312786,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2832.jpg,0,Normal,0,Normal,0.00015840721607673913,0.9998415927839233,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4393.jpg,0,Normal,0,Normal,2.0931272956659086e-05,0.9999790687270433,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2877.jpg,0,Normal,0,Normal,7.254541560541838e-05,0.9999274545843946,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0844.jpg,1,Tumor,1,Tumor,0.9999619722366333,0.9999619722366333,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2351.jpg,0,Normal,0,Normal,0.00025136242038570344,0.9997486375796143,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1566.jpg,0,Normal,0,Normal,1.9941910068155266e-05,0.9999800580899318,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4369.jpg,1,Tumor,1,Tumor,0.9989966750144958,0.9989966750144958,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3122.jpg,1,Tumor,1,Tumor,0.9922029972076416,0.9922029972076416,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3075.jpg,0,Normal,0,Normal,0.0002666306390892714,0.9997333693609107,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4631.jpg,0,Normal,0,Normal,0.0382547564804554,0.9617452435195446,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4214.jpg,1,Tumor,1,Tumor,0.9984065890312195,0.9984065890312195,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2331.jpg,1,Tumor,1,Tumor,0.9991464614868164,0.9991464614868164,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2845.jpg,0,Normal,0,Normal,0.00011754210572689772,0.9998824578942731,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0005.jpg,0,Normal,0,Normal,0.003183659166097641,0.9968163408339024,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2509.jpg,0,Normal,0,Normal,0.006691968999803066,0.9933080310001969,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2718.jpg,1,Tumor,1,Tumor,0.9984573125839233,0.9984573125839233,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1591.jpg,0,Normal,0,Normal,0.00029193644877523184,0.9997080635512248,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1051.jpg,1,Tumor,1,Tumor,0.9975898265838623,0.9975898265838623,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3463.jpg,0,Normal,0,Normal,0.04121466353535652,0.9587853364646435,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1837.jpg,0,Normal,0,Normal,0.0003439145511947572,0.9996560854488052,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4634.jpg,1,Tumor,1,Tumor,0.9999237060546875,0.9999237060546875,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0995.jpg,0,Normal,0,Normal,0.33508631587028503,0.664913684129715,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1895.jpg,0,Normal,0,Normal,0.29786282777786255,0.7021371722221375,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1885.jpg,1,Tumor,1,Tumor,0.9996860027313232,0.9996860027313232,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4678.jpg,1,Tumor,1,Tumor,0.9999352693557739,0.9999352693557739,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4260.jpg,0,Normal,0,Normal,0.13007770478725433,0.8699222952127457,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0649.jpg,1,Tumor,1,Tumor,0.9957740902900696,0.9957740902900696,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1813.jpg,1,Tumor,1,Tumor,0.9999195337295532,0.9999195337295532,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4594.jpg,1,Tumor,1,Tumor,0.9993318915367126,0.9993318915367126,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4451.jpg,0,Normal,0,Normal,9.401258284924552e-05,0.9999059874171508,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2163.jpg,0,Normal,0,Normal,0.15891849994659424,0.8410815000534058,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0054.jpg,0,Normal,0,Normal,0.0031223571859300137,0.99687764281407,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2657.jpg,0,Normal,0,Normal,0.000407850049668923,0.9995921499503311,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4542.jpg,0,Normal,0,Normal,1.8803157217917033e-05,0.9999811968427821,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2984.jpg,0,Normal,0,Normal,0.0005818592617288232,0.9994181407382712,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2947.jpg,1,Tumor,1,Tumor,0.9999504089355469,0.9999504089355469,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1451.jpg,0,Normal,0,Normal,0.0043272823095321655,0.9956727176904678,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1204.jpg,1,Tumor,1,Tumor,0.9994900226593018,0.9994900226593018,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2405.jpg,1,Tumor,1,Tumor,0.9999278783798218,0.9999278783798218,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4718.jpg,1,Tumor,1,Tumor,0.9998999834060669,0.9998999834060669,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0793.jpg,0,Normal,0,Normal,0.0032425683457404375,0.9967574316542596,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2783.jpg,1,Tumor,1,Tumor,0.9998075366020203,0.9998075366020203,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2188.jpg,0,Normal,0,Normal,0.0607997290790081,0.9392002709209919,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1583.jpg,0,Normal,0,Normal,1.5026525034045335e-05,0.999984973474966,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4890.jpg,1,Tumor,1,Tumor,0.9999397993087769,0.9999397993087769,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3366.jpg,1,Tumor,1,Tumor,0.9999970197677612,0.9999970197677612,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3251.jpg,1,Tumor,1,Tumor,0.9999864101409912,0.9999864101409912,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3764.jpg,0,Normal,0,Normal,0.0001563962287036702,0.9998436037712963,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3970.jpg,0,Normal,0,Normal,0.01567917689681053,0.9843208231031895,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2787.jpg,0,Normal,0,Normal,0.006817952264100313,0.9931820477358997,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2643.jpg,1,Tumor,1,Tumor,0.996336817741394,0.996336817741394,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4519.jpg,1,Tumor,1,Tumor,0.9999696016311646,0.9999696016311646,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3299.jpg,0,Normal,0,Normal,0.0005461567780002952,0.9994538432219997,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0069.jpg,1,Tumor,1,Tumor,0.9983823299407959,0.9983823299407959,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0805.jpg,1,Tumor,1,Tumor,0.9999692440032959,0.9999692440032959,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1742.jpg,0,Normal,0,Normal,0.0003596112655941397,0.9996403887344059,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4797.jpg,0,Normal,0,Normal,0.003441479057073593,0.9965585209429264,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4927.jpg,0,Normal,0,Normal,0.0008097967365756631,0.9991902032634243,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3659.jpg,1,Tumor,1,Tumor,0.999993085861206,0.999993085861206,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0466.jpg,0,Normal,0,Normal,0.0014374241000041366,0.9985625758999959,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0142.jpg,0,Normal,0,Normal,0.006071815732866526,0.9939281842671335,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0938.jpg,0,Normal,0,Normal,0.0008695612195879221,0.9991304387804121,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3656.jpg,1,Tumor,1,Tumor,0.9999245405197144,0.9999245405197144,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2060.jpg,0,Normal,0,Normal,0.00113251234870404,0.998867487651296,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3923.jpg,1,Tumor,1,Tumor,0.9999198913574219,0.9999198913574219,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1978.jpg,0,Normal,0,Normal,0.00912319216877222,0.9908768078312278,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1560.jpg,0,Normal,0,Normal,2.653995034052059e-05,0.9999734600496595,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4165.jpg,1,Tumor,1,Tumor,0.9999762773513794,0.9999762773513794,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3127.jpg,0,Normal,0,Normal,5.190522279008292e-05,0.9999480947772099,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1432.jpg,1,Tumor,1,Tumor,0.9976274371147156,0.9976274371147156,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4584.jpg,1,Tumor,1,Tumor,0.9999821186065674,0.9999821186065674,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1925.jpg,0,Normal,0,Normal,0.0014411596348509192,0.9985588403651491,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0865.jpg,0,Normal,0,Normal,0.007751266937702894,0.9922487330622971,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4245.jpg,1,Tumor,1,Tumor,0.9991280436515808,0.9991280436515808,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0739.jpg,1,Tumor,1,Tumor,0.999990701675415,0.999990701675415,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3027.jpg,1,Tumor,1,Tumor,0.9990185499191284,0.9990185499191284,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0688.jpg,0,Normal,0,Normal,0.004751139786094427,0.9952488602139056,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3945.jpg,1,Tumor,1,Tumor,0.9999780654907227,0.9999780654907227,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0591.jpg,1,Tumor,1,Tumor,0.9984147548675537,0.9984147548675537,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2742.jpg,1,Tumor,1,Tumor,0.9999990463256836,0.9999990463256836,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3410.jpg,0,Normal,0,Normal,0.00031175956246443093,0.9996882404375356,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3835.jpg,0,Normal,0,Normal,0.0007301800069399178,0.9992698199930601,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2266.jpg,0,Normal,0,Normal,0.0014363301452249289,0.9985636698547751,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4622.jpg,1,Tumor,1,Tumor,0.991377592086792,0.991377592086792,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4019.jpg,1,Tumor,1,Tumor,0.999886155128479,0.999886155128479,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2319.jpg,0,Normal,0,Normal,0.0007689935737289488,0.999231006426271,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2469.jpg,1,Tumor,1,Tumor,0.9992032647132874,0.9992032647132874,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3275.jpg,0,Normal,0,Normal,8.597790838393848e-06,0.9999914022091616,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0014.jpg,0,Normal,0,Normal,9.550785762257874e-05,0.9999044921423774,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4499.jpg,0,Normal,0,Normal,3.591959102777764e-05,0.9999640804089722,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3932.jpg,1,Tumor,1,Tumor,0.9999542236328125,0.9999542236328125,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2756.jpg,0,Normal,0,Normal,0.28998762369155884,0.7100123763084412,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1031.jpg,0,Normal,0,Normal,0.000521062349434942,0.9994789376505651,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2911.jpg,0,Normal,0,Normal,0.00011577220720937476,0.9998842277927906,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0204.jpg,0,Normal,0,Normal,0.0015432428335770965,0.9984567571664229,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1764.jpg,0,Normal,0,Normal,0.0006555863074027002,0.9993444136925973,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1766.jpg,1,Tumor,1,Tumor,0.9998911619186401,0.9998911619186401,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3101.jpg,0,Normal,0,Normal,0.00014665737398900092,0.999853342626011,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0570.jpg,0,Normal,0,Normal,0.0001253639202332124,0.9998746360797668,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2045.jpg,0,Normal,0,Normal,0.005406469106674194,0.9945935308933258,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4631.jpg,1,Tumor,1,Tumor,0.9999969005584717,0.9999969005584717,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2321.jpg,1,Tumor,1,Tumor,0.99998939037323,0.99998939037323,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1305.jpg,1,Tumor,1,Tumor,0.996334433555603,0.996334433555603,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3099.jpg,1,Tumor,1,Tumor,0.9950297474861145,0.9950297474861145,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4832.jpg,0,Normal,0,Normal,0.00010125817789230496,0.9998987418221077,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4442.jpg,0,Normal,0,Normal,9.5191471700673e-06,0.9999904808528299,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2034.jpg,0,Normal,0,Normal,0.006077521946281195,0.9939224780537188,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3273.jpg,1,Tumor,1,Tumor,0.994880199432373,0.994880199432373,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0159.jpg,0,Normal,0,Normal,0.021369582042098045,0.978630417957902,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2194.jpg,0,Normal,0,Normal,0.05863238871097565,0.9413676112890244,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0593.jpg,1,Tumor,1,Tumor,0.9993895292282104,0.9993895292282104,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4924.jpg,1,Tumor,1,Tumor,0.9996215105056763,0.9996215105056763,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1328.jpg,1,Tumor,1,Tumor,0.9999198913574219,0.9999198913574219,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2285.jpg,0,Normal,0,Normal,0.001187093323096633,0.9988129066769034,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4979.jpg,1,Tumor,1,Tumor,0.9999326467514038,0.9999326467514038,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4145.jpg,0,Normal,0,Normal,9.700303780846298e-05,0.9999029969621915,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2707.jpg,0,Normal,0,Normal,0.00021074638061691076,0.9997892536193831,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2867.jpg,0,Normal,0,Normal,0.0001786778448149562,0.999821322155185,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0607.jpg,0,Normal,0,Normal,4.42494529124815e-05,0.9999557505470875,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4951.jpg,1,Tumor,1,Tumor,0.9999948740005493,0.9999948740005493,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3316.jpg,1,Tumor,1,Tumor,0.9851577281951904,0.9851577281951904,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0347.jpg,1,Tumor,1,Tumor,0.9999781847000122,0.9999781847000122,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3237.jpg,1,Tumor,1,Tumor,0.9999558925628662,0.9999558925628662,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4275.jpg,0,Normal,0,Normal,0.06663304567337036,0.9333669543266296,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0537.jpg,1,Tumor,1,Tumor,0.9999796152114868,0.9999796152114868,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1474.jpg,1,Tumor,1,Tumor,0.9977001547813416,0.9977001547813416,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4527.jpg,0,Normal,0,Normal,1.3582955034507904e-05,0.9999864170449655,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1630.jpg,0,Normal,0,Normal,1.0277980436512735e-05,0.9999897220195635,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1191.jpg,1,Tumor,1,Tumor,0.9999263286590576,0.9999263286590576,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1464.jpg,0,Normal,0,Normal,0.008782429620623589,0.9912175703793764,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3149.jpg,1,Tumor,1,Tumor,0.999954342842102,0.999954342842102,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2336.jpg,1,Tumor,1,Tumor,0.9838617444038391,0.9838617444038391,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2132.jpg,0,Normal,0,Normal,0.026865804567933083,0.9731341954320669,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4429.jpg,1,Tumor,1,Tumor,0.9936445951461792,0.9936445951461792,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0095.jpg,0,Normal,0,Normal,0.00032363759237341583,0.9996763624076266,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3806.jpg,0,Normal,0,Normal,0.00013971864245831966,0.9998602813575417,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3327.jpg,0,Normal,0,Normal,0.001203406834974885,0.9987965931650251,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2468.jpg,1,Tumor,1,Tumor,0.9989913105964661,0.9989913105964661,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2212.jpg,1,Tumor,1,Tumor,0.9978843331336975,0.9978843331336975,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4405.jpg,0,Normal,0,Normal,1.0875579391722567e-05,0.9999891244206083,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4896.jpg,1,Tumor,1,Tumor,0.999876856803894,0.999876856803894,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4548.jpg,1,Tumor,1,Tumor,0.9785388112068176,0.9785388112068176,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3035.jpg,1,Tumor,1,Tumor,0.9992050528526306,0.9992050528526306,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0757.jpg,0,Normal,0,Normal,0.00795595534145832,0.9920440446585417,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0929.jpg,1,Tumor,1,Tumor,0.9995535016059875,0.9995535016059875,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3953.jpg,1,Tumor,1,Tumor,0.9995120763778687,0.9995120763778687,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0481.jpg,0,Normal,0,Normal,0.00026389193953946233,0.9997361080604605,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2600.jpg,0,Normal,0,Normal,7.331976667046547e-05,0.9999266802333295,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4411.jpg,0,Normal,0,Normal,1.2613464605237823e-05,0.9999873865353948,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0337.jpg,0,Normal,0,Normal,0.000739045615773648,0.9992609543842264,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2988.jpg,0,Normal,0,Normal,0.00010859018220799044,0.999891409817792,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3548.jpg,1,Tumor,1,Tumor,0.9993715882301331,0.9993715882301331,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0116.jpg,0,Normal,0,Normal,0.0007437382591888309,0.9992562617408112,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0970.jpg,1,Tumor,1,Tumor,0.997663140296936,0.997663140296936,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1586.jpg,1,Tumor,1,Tumor,0.997934103012085,0.997934103012085,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1918.jpg,1,Tumor,1,Tumor,0.9961966276168823,0.9961966276168823,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0820.jpg,0,Normal,0,Normal,5.2931176469428465e-05,0.9999470688235306,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2382.jpg,1,Tumor,1,Tumor,0.9998212456703186,0.9998212456703186,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2232.jpg,0,Normal,0,Normal,0.00021809228928759694,0.9997819077107124,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4981.jpg,1,Tumor,1,Tumor,0.9996565580368042,0.9996565580368042,correct
